product_detail_fsn,Cuft_per_Unit
ACCG67FYGYVCCABY,0.004806851346
ACCG68AXQWCRFJYT,0.009135117779
ACCG69KHU2ZP8TGG,0.02766222547
ACCG69KHU2ZP8TGG,2.77E-02
ACCG69KHU2ZP8TGG,0.02766222547
ACCG6DS7WDJHGWSH,0.01729891974
ACCG6DS7WDJHGWSH,1.73E-02
ACCG6DS7WDJHGWSH,0.01774639523
ACCG6DS7Z2Z8SEAF,0.01945037795
ACCG6DS7Z2Z8SEAF,0.002162382531
ACCG6DS9ZH2ECDBG,2.00E-02
ACCG6DS9ZH2ECDBG,0.02003049081
ACCG6DS9ZH2ECDBG,0.02003049081
ACCG6F78VNT3XDBD,0.01238880798
ACCG6F78VNT3XDBD,0.01238880798
ACCG6G45GWDDGAZS,0.01339075404
ACCG6TNBEGHUPT5E,0.01025129496
ACCG6TNBEGHUPT5E,0.01025129496
ACCG6UNVG4GEGUSB,0.010354219
ACCG6VKCGDCBBY87,0.01295813703
ACCG6VKCGDCBBY87,0.01295813703
ACCG73HY7EP7DRHQ,0.02193153276
ACCG75NDHSRKUR4D,0.1666243328
ACCG75NDHSRKUR4D,0.1666243328
ACCG7RXWUPEXKZA8,0.01695613604
ACCG855DFRFHUFD2,0.009649228089
ACCG85DFF3A3V89E,0.05062188086
ACCG85DFGTUCUJGJ,0.0200142743
ACCG85DFGTUCUJGJ,0.0200142743
ACCG85DFQDFBXW7C,0.04484098511
ACCG85DFQDFBXW7C,0.04484098511
ACCG86JCHKWFCYQR,0.009610864785
ACCG86JCHKWFCYQR,0.009610864785
ACCG8MXCJKCFHA7X,0.1294698088
ACCG8MXCWYYWQQMY,0.1293229057
ACCG8RJYJRU9BETY,0.007482103491
ACCG8RJYJRU9BETY,0.007482103491
ACCG8RJYQHYBJF2X,0.007482103491
ACCG8RJYQHYBJF2X,0.007482103491
ACCG8SGFXJ8VEXCN,0.01134369276
ACCG8VBRDD2GACMY,0.01822304281
ACCG8ZBQHFCFCJ4W,0.02711499833
ACCG8ZBQHFCFCJ4W,0.02711499833
ACCG92R6QZWS9SYH,1.79E-02
ACCG92R6QZWS9SYH,0.01787130538
ACCG94XFU6K78ZGA,0.01657967113
ACCG94XFU6K78ZGA,0.01657967113
ACCG99BTZHZHNB3G,0.008849341611
ACCG99BTZHZHNB3G,0.008849341611
ACCG9CG2BMFFRVJ3,0.0206948017
ACCG9J7F2NMUB5H6,0.02993159584
ACCG9J7F2NMUB5H6,0.01391988475
ACCG9J7F2NMUB5H6,0.02993159584
ACCG9J7FQC4UP3WM,1.48E-02
ACCG9J7FQC4UP3WM,0.0148374006
ACCG9J7FQC4UP3WM,0.0148374006
ACCG9J8AKN22HEEH,0.07013569025
ACCG9J8APKQ9DUSH,0.05917207267
ACCG9J8APKQ9DUSH,5.92E-02
ACCG9J8APKQ9DUSH,0.05917207267
ACCG9XNPCGE5CYG4,0.02266670232
ACCG9XNPCGE5CYG4,2.27E-02
ACCG9XNPCGE5CYG4,0.02266670232
ACCG9XZCNEV56RUZ,0.01997267921
ACCG9XZCNEV56RUZ,0.01997267921
ACCG9ZWGMY7RM5XV,0.2719761323
ACCGACCREGGRDZWH,0.01743626405
ACCGACCRUQTXZ2T9,0.01433495226
ACCGAK2KT6V8ZZ6R,0.01044800292
ACCGAM9JYUX7UDBF,0.1212804699
ACCGAPP9CSA5WAQW,0.2854724306
ACCGAPP9CSA5WAQW,0.2854724306
ACCGAXG7FUGGH5TA,0.006256736812
ACCGAXG7FUGGH5TA,0.006256736812
ACCGAXG7XGGQZZAG,0.007098673686
ACCGAXG7XGGQZZAG,0.007098673686
ACCGB69CBDDUXTTZ,0.02670723837
ACCGB69CBDDUXTTZ,0.02670723837
ACCGBG4BUYMYHAMH,0.01190164263
ACCGBUKRBTBXYZJP,0.113479559
ACCGBUKRBTBXYZJP,0.113479559
ACCGBWZ7SZUHJGC8,0.01454233866
ACCGBWZ7SZUHJGC8,0.01454233866
ACCGBYWPTXMGAZAR,0.1267084862
ACCGC2JJSZZNZYCX,0.04576431823
ACCGC2JJSZZNZYCX,0.04576431823
ACCGC2JJUPSCTGSU,0.03468923611
ACCGC4GN5SQR7ZCZ,0.06216552897
ACCGC4GN5SQR7ZCZ,0.06216552897
ACCGC4GNTHDWZJRA,0.02894417163
ACCGC4GNTHDWZJRA,0.0417001561
ACCGC5YSAQ9ZXFA3,0.02128998379
ACCGC7VQ9K6UAYVQ,0.08455778567
ACCGC7VQQQRARFFT,0.08767971826
ACCGC97WHUKBK3XU,0.09311178591
ACCGC97WHUKBK3XU,0.09311178591
