Shelve Type,Shelf,Cufeet
Lower Shelve,F1-PZ01-A04-R03-A2,48
Lower Shelve,F1-PZ01-A04-R03-A3,48
Upper Shelve,F1-PZ01-A04-R03-B1,32
Upper Shelve,F1-PZ01-A04-R03-B2,32
Upper Shelve,F1-PZ01-A04-R03-B3,32
Upper Shelve,F1-PZ01-A04-R03-B4,32
Lower Shelve,F1-PZ01-A04-R04-A1,48
Lower Shelve,F1-PZ01-A04-R04-A2,48
Lower Shelve,F1-PZ01-A04-R04-A3,48
Upper Shelve,F1-PZ01-A04-R04-B1,32
Upper Shelve,F1-PZ01-A04-R04-B2,32
Upper Shelve,F1-PZ01-A04-R04-B3,32
Upper Shelve,F1-PZ01-A04-R04-B4,32
Lower Shelve,F1-PZ01-A04-R04-PL01,
Lower Shelve,F1-PZ01-A04-R04-PL02,
Lower Shelve,F1-PZ01-A05-R01-A1,48
Lower Shelve,F1-PZ01-A05-R01-A2,48
Lower Shelve,F1-PZ01-A05-R01-A3,48
Upper Shelve,F1-PZ01-A05-R01-B1,32
Upper Shelve,F1-PZ01-A05-R01-B2,32
Upper Shelve,F1-PZ01-A05-R01-B3,32
Upper Shelve,F1-PZ01-A05-R01-B4,32
Lower Shelve,F1-PZ01-A05-R01-PL,
Lower Shelve,F1-PZ01-A05-R02-A1,48
Lower Shelve,F1-PZ01-A05-R02-A2,48
Lower Shelve,F1-PZ01-A05-R02-A3,48
Upper Shelve,F1-PZ01-A05-R02-B1,32
Upper Shelve,F1-PZ01-A05-R02-B2,32
Upper Shelve,F1-PZ01-A05-R02-B3,32
Upper Shelve,F1-PZ01-A05-R02-B4,32
Lower Shelve,F1-PZ01-A05-R03-A1,48
Lower Shelve,F1-PZ01-A05-R03-A2,48
Lower Shelve,F1-PZ01-A05-R03-A3,48
Upper Shelve,F1-PZ01-A05-R03-B1,32
Upper Shelve,F1-PZ01-A05-R03-B2,32
Upper Shelve,F1-PZ01-A05-R03-B3,32
Upper Shelve,F1-PZ01-A05-R03-B4,32
Lower Shelve,F1-PZ01-A05-R04-A1,48
Lower Shelve,F1-PZ01-A05-R04-A2,48
Lower Shelve,F1-PZ01-A05-R04-A3,48
Upper Shelve,F1-PZ01-A05-R04-B1,32
Upper Shelve,F1-PZ01-A05-R04-B2,32
Upper Shelve,F1-PZ01-A05-R04-B3,32
Upper Shelve,F1-PZ01-A05-R04-B4,32
Lower Shelve,F1-PZ01-A05-R05-A1,48
Lower Shelve,F1-PZ01-A05-R05-A2,48
Lower Shelve,F1-PZ01-A05-R05-A3,48
Upper Shelve,F1-PZ01-A05-R05-B1,32
Upper Shelve,F1-PZ01-A05-R05-B2,32
Upper Shelve,F1-PZ01-A05-R05-B3,32
Upper Shelve,F1-PZ01-A05-R05-B4,32
Lower Shelve,F1-PZ01-A05-R06-A1,48
Lower Shelve,F1-PZ01-A05-R06-A2,48
Lower Shelve,F1-PZ01-A05-R06-A3,48
Upper Shelve,F1-PZ01-A05-R06-B1,32
Upper Shelve,F1-PZ01-A05-R06-B2,32
Upper Shelve,F1-PZ01-A05-R06-B3,32
Upper Shelve,F1-PZ01-A05-R06-B4,32
Lower Shelve,F1-PZ01-A05-R07-A1,48
Lower Shelve,F1-PZ01-A05-R07-A2,48
Lower Shelve,F1-PZ01-A05-R07-A3,48
Upper Shelve,F1-PZ01-A05-R07-B1,32
Upper Shelve,F1-PZ01-A05-R07-B2,32
Upper Shelve,F1-PZ01-A05-R07-B3,32
Upper Shelve,F1-PZ01-A05-R07-B4,32
Lower Shelve,F1-PZ01-A05-R08-A1,48
Lower Shelve,F1-PZ01-A05-R08-A2,48
Lower Shelve,F1-PZ01-A05-R08-A3,48
Upper Shelve,F1-PZ01-A05-R08-B1,32
Upper Shelve,F1-PZ01-A05-R08-B2,32
Upper Shelve,F1-PZ01-A05-R08-B3,32
Upper Shelve,F1-PZ01-A05-R08-B4,32
LSS Location,F1-PZ01-A06-R01-A1,7.9
LSS Location,F1-PZ01-A06-R01-A2,7.9
LSS Location,F1-PZ01-A06-R01-A3,7.9
LSS Location,F1-PZ01-A06-R01-A4,7.9
LSS Location,F1-PZ01-A06-R01-A5,7.9
LSS Location,F1-PZ01-A06-R01-B1,7.9
LSS Location,F1-PZ01-A06-R01-B2,7.9
LSS Location,F1-PZ01-A06-R01-B3,7.9
LSS Location,F1-PZ01-A06-R01-B4,7.9
LSS Location,F1-PZ01-A06-R01-B5,7.9
LSS Location,F1-PZ01-A06-R01-C1,7.9
LSS Location,F1-PZ01-A06-R01-C2,7.9
LSS Location,F1-PZ01-A06-R01-C3,7.9
LSS Location,F1-PZ01-A06-R01-C4,7.9
LSS Location,F1-PZ01-A06-R01-C5,7.9
LSS Location,F1-PZ01-A06-R01-D1,7.9
LSS Location,F1-PZ01-A06-R01-D2,7.9
LSS Location,F1-PZ01-A06-R01-D3,7.9
LSS Location,F1-PZ01-A06-R01-D4,7.9
LSS Location,F1-PZ01-A06-R01-D5,7.9
LSS Location,F1-PZ01-A06-R01-PL,
Lower Shelve,F1-PZ01-A06-R02-A1,48
Lower Shelve,F1-PZ01-A06-R02-A2,48
Lower Shelve,F1-PZ01-A06-R02-A3,48
Lower Shelve,F1-PZ01-A06-R02-A4,48
Lower Shelve,F1-PZ01-A06-R02-A5,48
Upper Shelve,F1-PZ01-A06-R02-B1,32
Upper Shelve,F1-PZ01-A06-R02-B2,32
Upper Shelve,F1-PZ01-A06-R02-B3,32
Upper Shelve,F1-PZ01-A06-R02-B4,32
Upper Shelve,F1-PZ01-A06-R02-B5,32
Lower Shelve,F1-PZ01-A06-R02-C1,48
Lower Shelve,F1-PZ01-A06-R02-C2,48
Lower Shelve,F1-PZ01-A06-R02-C3,48
Lower Shelve,F1-PZ01-A06-R02-C4,48
Lower Shelve,F1-PZ01-A06-R02-C5,48
Lower Shelve,F1-PZ01-A06-R02-D1,48
Lower Shelve,F1-PZ01-A06-R02-D2,48
Lower Shelve,F1-PZ01-A06-R02-D3,48
Lower Shelve,F1-PZ01-A06-R02-D4,48
Lower Shelve,F1-PZ01-A06-R02-D5,48
LSS Location,F1-PZ01-A06-R03-A1,7.9
LSS Location,F1-PZ01-A06-R03-A2,7.9
LSS Location,F1-PZ01-A06-R03-A3,7.9
LSS Location,F1-PZ01-A06-R03-A4,7.9
LSS Location,F1-PZ01-A06-R03-A5,7.9
LSS Location,F1-PZ01-A06-R03-B1,7.9
LSS Location,F1-PZ01-A06-R03-B2,7.9
LSS Location,F1-PZ01-A06-R03-B3,7.9
LSS Location,F1-PZ01-A06-R03-B4,7.9
LSS Location,F1-PZ01-A06-R03-B5,7.9
LSS Location,F1-PZ01-A06-R03-C1,7.9
LSS Location,F1-PZ01-A06-R03-C2,7.9
LSS Location,F1-PZ01-A06-R03-C3,7.9
LSS Location,F1-PZ01-A06-R03-C4,7.9
LSS Location,F1-PZ01-A06-R03-C5,7.9
LSS Location,F1-PZ01-A06-R03-D1,7.9
LSS Location,F1-PZ01-A06-R03-D2,7.9
LSS Location,F1-PZ01-A06-R03-D3,7.9
LSS Location,F1-PZ01-A06-R03-D4,7.9
LSS Location,F1-PZ01-A06-R03-D5,7.9
Lower Shelve,F1-PZ01-A06-R04-A1,48
Lower Shelve,F1-PZ01-A06-R04-A2,48
Lower Shelve,F1-PZ01-A06-R04-A3,48
Lower Shelve,F1-PZ01-A06-R04-A4,48
Lower Shelve,F1-PZ01-A06-R04-A5,48
Upper Shelve,F1-PZ01-A06-R04-B1,32
Upper Shelve,F1-PZ01-A06-R04-B2,32
Upper Shelve,F1-PZ01-A06-R04-B3,32
Upper Shelve,F1-PZ01-A06-R04-B4,32
Upper Shelve,F1-PZ01-A06-R04-B5,32
Lower Shelve,F1-PZ01-A06-R04-C1,48
Lower Shelve,F1-PZ01-A06-R04-C2,48
Lower Shelve,F1-PZ01-A06-R04-C3,48
Lower Shelve,F1-PZ01-A06-R04-C4,48
Lower Shelve,F1-PZ01-A06-R04-C5,48
Lower Shelve,F1-PZ01-A06-R04-D1,48
Lower Shelve,F1-PZ01-A06-R04-D2,48
Lower Shelve,F1-PZ01-A06-R04-D3,48
Lower Shelve,F1-PZ01-A06-R04-D4,48
Lower Shelve,F1-PZ01-A06-R04-D5,48
LSS Location,F1-PZ01-A06-R05-A1,7.9
LSS Location,F1-PZ01-A06-R05-A2,7.9
LSS Location,F1-PZ01-A06-R05-A3,7.9
LSS Location,F1-PZ01-A06-R05-A4,7.9
LSS Location,F1-PZ01-A06-R05-A5,7.9
LSS Location,F1-PZ01-A06-R05-B1,7.9
LSS Location,F1-PZ01-A06-R05-B2,7.9
LSS Location,F1-PZ01-A06-R05-B3,7.9
LSS Location,F1-PZ01-A06-R05-B4,7.9
LSS Location,F1-PZ01-A06-R05-B5,7.9
LSS Location,F1-PZ01-A06-R05-C1,7.9
LSS Location,F1-PZ01-A06-R05-C2,7.9
LSS Location,F1-PZ01-A06-R05-C3,7.9
LSS Location,F1-PZ01-A06-R05-C4,7.9
LSS Location,F1-PZ01-A06-R05-C5,7.9
LSS Location,F1-PZ01-A06-R05-D1,7.9
LSS Location,F1-PZ01-A06-R05-D2,7.9
LSS Location,F1-PZ01-A06-R05-D3,7.9
LSS Location,F1-PZ01-A06-R05-D4,7.9
LSS Location,F1-PZ01-A06-R05-D5,7.9
Lower Shelve,F1-PZ01-A06-R06-A1,48
Lower Shelve,F1-PZ01-A06-R06-A2,48
Lower Shelve,F1-PZ01-A06-R06-A3,48
Lower Shelve,F1-PZ01-A06-R06-A4,48
Lower Shelve,F1-PZ01-A06-R06-A5,48
Upper Shelve,F1-PZ01-A06-R06-B1,32
Upper Shelve,F1-PZ01-A06-R06-B2,32
Upper Shelve,F1-PZ01-A06-R06-B3,32
Upper Shelve,F1-PZ01-A06-R06-B4,32
Upper Shelve,F1-PZ01-A06-R06-B5,32
Lower Shelve,F1-PZ01-A06-R06-C1,48
Lower Shelve,F1-PZ01-A06-R06-C2,48
Lower Shelve,F1-PZ01-A06-R06-C3,48
Lower Shelve,F1-PZ01-A06-R06-C4,48
Lower Shelve,F1-PZ01-A06-R06-C5,48
Lower Shelve,F1-PZ01-A06-R06-D1,48
Lower Shelve,F1-PZ01-A06-R06-D2,48
Lower Shelve,F1-PZ01-A06-R06-D3,48
Lower Shelve,F1-PZ01-A06-R06-D4,48
Lower Shelve,F1-PZ01-A06-R06-D5,48
LSS Location,F1-PZ01-A06-R07-A1,7.9
LSS Location,F1-PZ01-A06-R07-A2,7.9
LSS Location,F1-PZ01-A06-R07-A3,7.9
LSS Location,F1-PZ01-A06-R07-A4,7.9
LSS Location,F1-PZ01-A06-R07-A5,7.9
LSS Location,F1-PZ01-A06-R07-B1,7.9
LSS Location,F1-PZ01-A06-R07-B2,7.9
LSS Location,F1-PZ01-A06-R07-B3,7.9
LSS Location,F1-PZ01-A06-R07-B4,7.9
LSS Location,F1-PZ01-A06-R07-B5,7.9
LSS Location,F1-PZ01-A06-R07-C1,7.9
LSS Location,F1-PZ01-A06-R07-C2,7.9
LSS Location,F1-PZ01-A06-R07-C3,7.9
LSS Location,F1-PZ01-A06-R07-C4,7.9
LSS Location,F1-PZ01-A06-R07-C5,7.9
LSS Location,F1-PZ01-A06-R07-D1,7.9
LSS Location,F1-PZ01-A06-R07-D2,7.9
LSS Location,F1-PZ01-A06-R07-D3,7.9
LSS Location,F1-PZ01-A06-R07-D4,7.9
LSS Location,F1-PZ01-A06-R07-D5,7.9
Lower Shelve,F1-PZ01-A06-R08-A1,48
Lower Shelve,F1-PZ01-A06-R08-A2,48
Lower Shelve,F1-PZ01-A06-R08-A3,48
Lower Shelve,F1-PZ01-A06-R08-A4,48
Lower Shelve,F1-PZ01-A06-R08-A5,48
Upper Shelve,F1-PZ01-A06-R08-B1,32
Upper Shelve,F1-PZ01-A06-R08-B2,32
Upper Shelve,F1-PZ01-A06-R08-B3,32
Upper Shelve,F1-PZ01-A06-R08-B4,32
Upper Shelve,F1-PZ01-A06-R08-B5,32
Lower Shelve,F1-PZ01-A06-R08-C1,48
Lower Shelve,F1-PZ01-A06-R08-C2,48
Lower Shelve,F1-PZ01-A06-R08-C3,48
Lower Shelve,F1-PZ01-A06-R08-C4,48
Lower Shelve,F1-PZ01-A06-R08-C5,48
Lower Shelve,F1-PZ01-A06-R08-D1,48
Lower Shelve,F1-PZ01-A06-R08-D2,48
Lower Shelve,F1-PZ01-A06-R08-D3,48
Lower Shelve,F1-PZ01-A06-R08-D4,48
Lower Shelve,F1-PZ01-A06-R08-D5,48
LSS Location,F1-PZ01-A06-R09-A1,7.9
LSS Location,F1-PZ01-A06-R09-A2,7.9
LSS Location,F1-PZ01-A06-R09-A3,7.9
LSS Location,F1-PZ01-A06-R09-A4,7.9
LSS Location,F1-PZ01-A06-R09-A5,7.9
LSS Location,F1-PZ01-A06-R09-B1,7.9
LSS Location,F1-PZ01-A06-R09-B2,7.9
LSS Location,F1-PZ01-A06-R09-B3,7.9
LSS Location,F1-PZ01-A06-R09-B4,7.9
LSS Location,F1-PZ01-A06-R09-B5,7.9
LSS Location,F1-PZ01-A06-R09-C1,7.9
LSS Location,F1-PZ01-A06-R09-C2,7.9
LSS Location,F1-PZ01-A06-R09-C3,7.9
LSS Location,F1-PZ01-A06-R09-C4,7.9
LSS Location,F1-PZ01-A06-R09-C5,7.9
LSS Location,F1-PZ01-A06-R09-D1,7.9
LSS Location,F1-PZ01-A06-R09-D2,7.9
LSS Location,F1-PZ01-A06-R09-D3,7.9
LSS Location,F1-PZ01-A06-R09-D4,7.9
LSS Location,F1-PZ01-A06-R09-D5,7.9
LSS Location,F1-PZ01-A06-R10-A1,7.9
LSS Location,F1-PZ01-A06-R10-A2,7.9
LSS Location,F1-PZ01-A06-R10-A3,7.9
LSS Location,F1-PZ01-A06-R10-A4,7.9
LSS Location,F1-PZ01-A06-R10-B1,7.9
LSS Location,F1-PZ01-A06-R10-B2,7.9
LSS Location,F1-PZ01-A06-R10-B3,7.9
LSS Location,F1-PZ01-A06-R10-B4,7.9
LSS Location,F1-PZ01-A06-R10-C1,7.9
LSS Location,F1-PZ01-A06-R10-C2,7.9
LSS Location,F1-PZ01-A06-R10-C3,7.9
LSS Location,F1-PZ01-A06-R10-C4,7.9
LSS Location,F1-PZ01-A06-R10-D1,7.9
LSS Location,F1-PZ01-A06-R10-D2,7.9
LSS Location,F1-PZ01-A06-R10-D3,7.9
LSS Location,F1-PZ01-A06-R10-D4,7.9
LSS Location,F1-PZ01-A07-R01-A1,7.9
LSS Location,F1-PZ01-A07-R01-A2,7.9
LSS Location,F1-PZ01-A07-R01-A3,7.9
LSS Location,F1-PZ01-A07-R01-A4,7.9
LSS Location,F1-PZ01-A07-R01-A5,7.9
LSS Location,F1-PZ01-A07-R01-B1,7.9
LSS Location,F1-PZ01-A07-R01-B2,7.9
LSS Location,F1-PZ01-A07-R01-B3,7.9
LSS Location,F1-PZ01-A07-R01-B4,7.9
LSS Location,F1-PZ01-A07-R01-B5,7.9
LSS Location,F1-PZ01-A07-R01-C1,7.9
LSS Location,F1-PZ01-A07-R01-C2,7.9
LSS Location,F1-PZ01-A07-R01-C3,7.9
LSS Location,F1-PZ01-A07-R01-C4,7.9
LSS Location,F1-PZ01-A07-R01-C5,7.9
LSS Location,F1-PZ01-A07-R01-D1,7.9
LSS Location,F1-PZ01-A07-R01-D2,7.9
LSS Location,F1-PZ01-A07-R01-D3,7.9
LSS Location,F1-PZ01-A07-R01-D4,7.9
LSS Location,F1-PZ01-A07-R01-D5,7.9
LSS Location,F1-PZ01-A07-R01-PL,
LSS Location,F1-PZ01-A07-R02-A1,7.9
LSS Location,F1-PZ01-A07-R02-A2,7.9
LSS Location,F1-PZ01-A07-R02-A3,7.9
LSS Location,F1-PZ01-A07-R02-A4,7.9
LSS Location,F1-PZ01-A07-R02-A5,7.9
LSS Location,F1-PZ01-A07-R02-B1,7.9
LSS Location,F1-PZ01-A07-R02-B2,7.9
LSS Location,F1-PZ01-A07-R02-B3,7.9
LSS Location,F1-PZ01-A07-R02-B4,7.9
LSS Location,F1-PZ01-A07-R02-B5,7.9
LSS Location,F1-PZ01-A07-R02-C1,7.9
LSS Location,F1-PZ01-A07-R02-C2,7.9
LSS Location,F1-PZ01-A07-R02-C3,7.9
LSS Location,F1-PZ01-A07-R02-C4,7.9
LSS Location,F1-PZ01-A07-R02-C5,7.9
LSS Location,F1-PZ01-A07-R02-D1,7.9
LSS Location,F1-PZ01-A07-R02-D2,7.9
LSS Location,F1-PZ01-A07-R02-D3,7.9
LSS Location,F1-PZ01-A07-R02-D4,7.9
LSS Location,F1-PZ01-A07-R02-D5,7.9
LSS Location,F1-PZ01-A07-R03-A1,7.9
LSS Location,F1-PZ01-A07-R03-A2,7.9
LSS Location,F1-PZ01-A07-R03-A3,7.9
LSS Location,F1-PZ01-A07-R03-A4,7.9
LSS Location,F1-PZ01-A07-R03-A5,7.9
LSS Location,F1-PZ01-A07-R03-B1,7.9
LSS Location,F1-PZ01-A07-R03-B2,7.9
LSS Location,F1-PZ01-A07-R03-B3,7.9
LSS Location,F1-PZ01-A07-R03-B4,7.9
LSS Location,F1-PZ01-A07-R03-B5,7.9
LSS Location,F1-PZ01-A07-R03-C1,7.9
LSS Location,F1-PZ01-A07-R03-C2,7.9
LSS Location,F1-PZ01-A07-R03-C3,7.9
LSS Location,F1-PZ01-A07-R03-C4,7.9
LSS Location,F1-PZ01-A07-R03-C5,7.9
LSS Location,F1-PZ01-A07-R03-D1,7.9
LSS Location,F1-PZ01-A07-R03-D2,7.9
LSS Location,F1-PZ01-A07-R03-D3,7.9
LSS Location,F1-PZ01-A07-R03-D4,7.9
LSS Location,F1-PZ01-A07-R03-D5,7.9
LSS Location,F1-PZ01-A07-R04-A1,7.9
LSS Location,F1-PZ01-A07-R04-A2,7.9
LSS Location,F1-PZ01-A07-R04-A3,7.9
LSS Location,F1-PZ01-A07-R04-A4,7.9
LSS Location,F1-PZ01-A07-R04-A5,7.9
LSS Location,F1-PZ01-A07-R04-B1,7.9
LSS Location,F1-PZ01-A07-R04-B2,7.9
LSS Location,F1-PZ01-A07-R04-B3,7.9
LSS Location,F1-PZ01-A07-R04-B4,7.9
LSS Location,F1-PZ01-A07-R04-B5,7.9
LSS Location,F1-PZ01-A07-R04-C1,7.9
LSS Location,F1-PZ01-A07-R04-C2,7.9
LSS Location,F1-PZ01-A07-R04-C3,7.9
LSS Location,F1-PZ01-A07-R04-C4,7.9
LSS Location,F1-PZ01-A07-R04-C5,7.9
LSS Location,F1-PZ01-A07-R04-D1,7.9
LSS Location,F1-PZ01-A07-R04-D2,7.9
LSS Location,F1-PZ01-A07-R04-D3,7.9
LSS Location,F1-PZ01-A07-R04-D4,7.9
LSS Location,F1-PZ01-A07-R04-D5,7.9
LSS Location,F1-PZ01-A07-R05-A1,7.9
LSS Location,F1-PZ01-A07-R05-A2,7.9
LSS Location,F1-PZ01-A07-R05-A3,7.9
LSS Location,F1-PZ01-A07-R05-A4,7.9
LSS Location,F1-PZ01-A07-R05-A5,7.9
LSS Location,F1-PZ01-A07-R05-B1,7.9
LSS Location,F1-PZ01-A07-R05-B2,7.9
LSS Location,F1-PZ01-A07-R05-B3,7.9
LSS Location,F1-PZ01-A07-R05-B4,7.9
LSS Location,F1-PZ01-A07-R05-B5,7.9
LSS Location,F1-PZ01-A07-R05-C1,7.9
LSS Location,F1-PZ01-A07-R05-C2,7.9
LSS Location,F1-PZ01-A07-R05-C3,7.9
LSS Location,F1-PZ01-A07-R05-C4,7.9
LSS Location,F1-PZ01-A07-R05-C5,7.9
LSS Location,F1-PZ01-A07-R05-D1,7.9
LSS Location,F1-PZ01-A07-R05-D2,7.9
LSS Location,F1-PZ01-A07-R05-D3,7.9
LSS Location,F1-PZ01-A07-R05-D4,7.9
LSS Location,F1-PZ01-A07-R05-D5,7.9
LSS Location,F1-PZ01-A07-R06-A1,7.9
LSS Location,F1-PZ01-A07-R06-A2,7.9
LSS Location,F1-PZ01-A07-R06-A3,7.9
LSS Location,F1-PZ01-A07-R06-A4,7.9
LSS Location,F1-PZ01-A07-R06-A5,7.9
LSS Location,F1-PZ01-A07-R06-B1,7.9
LSS Location,F1-PZ01-A07-R06-B2,7.9
LSS Location,F1-PZ01-A07-R06-B3,7.9
LSS Location,F1-PZ01-A07-R06-B4,7.9
LSS Location,F1-PZ01-A07-R06-B5,7.9
LSS Location,F1-PZ01-A07-R06-C1,7.9
LSS Location,F1-PZ01-A07-R06-C2,7.9
LSS Location,F1-PZ01-A07-R06-C3,7.9
LSS Location,F1-PZ01-A07-R06-C4,7.9
LSS Location,F1-PZ01-A07-R06-C5,7.9
LSS Location,F1-PZ01-A07-R06-D1,7.9
LSS Location,F1-PZ01-A07-R06-D2,7.9
LSS Location,F1-PZ01-A07-R06-D3,7.9
LSS Location,F1-PZ01-A07-R06-D4,7.9
LSS Location,F1-PZ01-A07-R06-D5,7.9
LSS Location,F1-PZ01-A07-R07-A1,7.9
LSS Location,F1-PZ01-A07-R07-A2,7.9
LSS Location,F1-PZ01-A07-R07-A3,7.9
LSS Location,F1-PZ01-A07-R07-A4,7.9
LSS Location,F1-PZ01-A07-R07-A5,7.9
LSS Location,F1-PZ01-A07-R07-B1,7.9
LSS Location,F1-PZ01-A07-R07-B2,7.9
LSS Location,F1-PZ01-A07-R07-B3,7.9
LSS Location,F1-PZ01-A07-R07-B4,7.9
LSS Location,F1-PZ01-A07-R07-B5,7.9
LSS Location,F1-PZ01-A07-R07-C1,7.9
LSS Location,F1-PZ01-A07-R07-C2,7.9
LSS Location,F1-PZ01-A07-R07-C3,7.9
LSS Location,F1-PZ01-A07-R07-C4,7.9
LSS Location,F1-PZ01-A07-R07-C5,7.9
LSS Location,F1-PZ01-A07-R07-D1,7.9
LSS Location,F1-PZ01-A07-R07-D2,7.9
LSS Location,F1-PZ01-A07-R07-D3,7.9
LSS Location,F1-PZ01-A07-R07-D4,7.9
LSS Location,F1-PZ01-A07-R07-D5,7.9
LSS Location,F1-PZ01-A07-R08-A1,7.9
LSS Location,F1-PZ01-A07-R08-A2,7.9
LSS Location,F1-PZ01-A07-R08-A3,7.9
LSS Location,F1-PZ01-A07-R08-A4,7.9
LSS Location,F1-PZ01-A07-R08-A5,7.9
LSS Location,F1-PZ01-A07-R08-B1,7.9
LSS Location,F1-PZ01-A07-R08-B2,7.9
LSS Location,F1-PZ01-A07-R08-B3,7.9
LSS Location,F1-PZ01-A07-R08-B4,7.9
LSS Location,F1-PZ01-A07-R08-B5,7.9
LSS Location,F1-PZ01-A07-R08-C1,7.9
LSS Location,F1-PZ01-A07-R08-C2,7.9
LSS Location,F1-PZ01-A07-R08-C3,7.9
LSS Location,F1-PZ01-A07-R08-C4,7.9
LSS Location,F1-PZ01-A07-R08-C5,7.9
LSS Location,F1-PZ01-A07-R08-D1,7.9
LSS Location,F1-PZ01-A07-R08-D2,7.9
LSS Location,F1-PZ01-A07-R08-D3,7.9
LSS Location,F1-PZ01-A07-R08-D4,7.9
LSS Location,F1-PZ01-A07-R08-D5,7.9
LSS Location,F1-PZ01-A07-R09-A1,7.9
LSS Location,F1-PZ01-A07-R09-A2,7.9
LSS Location,F1-PZ01-A07-R09-A3,7.9
LSS Location,F1-PZ01-A07-R09-A4,7.9
LSS Location,F1-PZ01-A07-R09-A5,7.9
LSS Location,F1-PZ01-A07-R09-B1,7.9
LSS Location,F1-PZ01-A07-R09-B2,7.9
LSS Location,F1-PZ01-A07-R09-B3,7.9
LSS Location,F1-PZ01-A07-R09-B4,7.9
LSS Location,F1-PZ01-A07-R09-B5,7.9
LSS Location,F1-PZ01-A07-R09-C1,7.9
LSS Location,F1-PZ01-A07-R09-C2,7.9
LSS Location,F1-PZ01-A07-R09-C3,7.9
LSS Location,F1-PZ01-A07-R09-C4,7.9
LSS Location,F1-PZ01-A07-R09-C5,7.9
LSS Location,F1-PZ01-A07-R09-D1,7.9
LSS Location,F1-PZ01-A07-R09-D2,7.9
LSS Location,F1-PZ01-A07-R09-D3,7.9
LSS Location,F1-PZ01-A07-R09-D4,7.9
LSS Location,F1-PZ01-A07-R09-D5,7.9
LSS Location,F1-PZ01-A07-R10-A1,7.9
LSS Location,F1-PZ01-A07-R10-A2,7.9
LSS Location,F1-PZ01-A07-R10-A3,7.9
LSS Location,F1-PZ01-A07-R10-A4,7.9
LSS Location,F1-PZ01-A07-R10-A5,7.9
LSS Location,F1-PZ01-A07-R10-B1,7.9
LSS Location,F1-PZ01-A07-R10-B2,7.9
LSS Location,F1-PZ01-A07-R10-B3,7.9
LSS Location,F1-PZ01-A07-R10-B4,7.9
LSS Location,F1-PZ01-A07-R10-B5,7.9
LSS Location,F1-PZ01-A07-R10-C1,7.9
LSS Location,F1-PZ01-A07-R10-C2,7.9
LSS Location,F1-PZ01-A07-R10-C3,7.9
LSS Location,F1-PZ01-A07-R10-C4,7.9
LSS Location,F1-PZ01-A07-R10-C5,7.9
LSS Location,F1-PZ01-A07-R10-D1,7.9
LSS Location,F1-PZ01-A07-R10-D2,7.9
LSS Location,F1-PZ01-A07-R10-D3,7.9
LSS Location,F1-PZ01-A07-R10-D4,7.9
LSS Location,F1-PZ01-A07-R10-D5,7.9
LSS Location,F1-PZ01-A07-R11-A1,7.9
LSS Location,F1-PZ01-A07-R11-A2,7.9
LSS Location,F1-PZ01-A07-R11-A3,7.9
LSS Location,F1-PZ01-A07-R11-A4,7.9
LSS Location,F1-PZ01-A07-R11-B1,7.9
LSS Location,F1-PZ01-A07-R11-B2,7.9
LSS Location,F1-PZ01-A07-R11-B3,7.9
LSS Location,F1-PZ01-A07-R11-B4,7.9
LSS Location,F1-PZ01-A07-R11-C1,7.9
LSS Location,F1-PZ01-A07-R11-C2,7.9
LSS Location,F1-PZ01-A07-R11-C3,7.9
LSS Location,F1-PZ01-A07-R11-C4,7.9
LSS Location,F1-PZ01-A07-R11-D1,7.9
LSS Location,F1-PZ01-A07-R11-D2,7.9
LSS Location,F1-PZ01-A07-R11-D3,7.9
LSS Location,F1-PZ01-A07-R11-D4,7.9
LSS Location,F1-PZ01-A07-R12-A1,7.9
LSS Location,F1-PZ01-A07-R12-A2,7.9
LSS Location,F1-PZ01-A07-R12-A3,7.9
LSS Location,F1-PZ01-A07-R12-A4,7.9
LSS Location,F1-PZ01-A07-R12-B1,7.9
LSS Location,F1-PZ01-A07-R12-B2,7.9
LSS Location,F1-PZ01-A07-R12-B3,7.9
LSS Location,F1-PZ01-A07-R12-B4,7.9
LSS Location,F1-PZ01-A07-R12-C1,7.9
LSS Location,F1-PZ01-A07-R12-C2,7.9
LSS Location,F1-PZ01-A07-R12-C3,7.9
LSS Location,F1-PZ01-A07-R12-C4,7.9
LSS Location,F1-PZ01-A07-R12-D1,7.9
LSS Location,F1-PZ01-A07-R12-D2,7.9
LSS Location,F1-PZ01-A07-R12-D3,7.9
LSS Location,F1-PZ01-A07-R12-D4,7.9
Bulk Location,F1-PZ01-OB-A01-PL01,60
Bulk Location,F1-PZ01-OB-A01-PL02,60
Bulk Location,F1-PZ01-OB-A01-PL03,60
Bulk Location,F1-PZ01-OB-A01-PL04,60
Bulk Location,F1-PZ01-OB-A01-PL05,60
Bulk Location,F1-PZ01-OB-A01-PL06,60
Bulk Location,F1-PZ01-OB-A01-PL07,60
Bulk Location,F1-PZ01-OB-A01-PL08,60
Bulk Location,F1-PZ01-OB-A01-PL09,60
Bulk Location,F1-PZ01-OB-A01-PL10,60
Bulk Location,F1-PZ01-OB-A01-PL11,60
Bulk Location,F1-PZ01-OB-A01-PL12,60
Bulk Location,F1-PZ01-OB-A01-PL13,60
Bulk Location,F1-PZ01-OB-A01-PL14,60
Bulk Location,F1-PZ01-OB-A01-PL15,60
Bulk Location,F1-PZ01-OB-A01-PL16,60
